HYP_GRP_CLASS_KEY|HYP_GRP_CLASS_DESC|HYP_CLASS_KEY|HYP_CLASS_DESC|HYP_SUB_CLASS_KEY|HYP_SUB_CLASS_DESC|HYP_CLUST_CLASS_DESC
100|SOFTS DRINKS|1000|GAZEIFIES|10000|LIMONADES ET LIMES|JUS DE FRUITS, BOISSON GAZEUSE, SIROP
100|SOFTS DRINKS|1000|GAZEIFIES|10001|SODAS|JUS DE FRUITS, BOISSON GAZEUSE, SIROP
100|SOFTS DRINKS|1000|GAZEIFIES|10002|BASE EXTRAIT NATUREL DE FRUITS|JUS DE FRUITS, BOISSON GAZEUSE, SIROP
100|SOFTS DRINKS|1000|GAZEIFIES|10003|TONICS & BITTER|JUS DE FRUITS, BOISSON GAZEUSE, SIROP
100|SOFTS DRINKS|1000|GAZEIFIES|10004|COLAS|JUS DE FRUITS, BOISSON GAZEUSE, SIROP
100|SOFTS DRINKS|1000|GAZEIFIES|10005|A BASE DE THE|JUS DE FRUITS, BOISSON GAZEUSE, SIROP
100|SOFTS DRINKS|1001|NON GAZEIFIES|10010|JUS ET NECTARS A L'ORANGE|JUS DE FRUITS, BOISSON GAZEUSE, SIROP
100|SOFTS DRINKS|1001|NON GAZEIFIES|10011|PAMPLEMOUSSE ET AGRUMES|JUS DE FRUITS, BOISSON GAZEUSE, SIROP
100|SOFTS DRINKS|1001|NON GAZEIFIES|10012|JUS DE POMME ET DE RAISIN|JUS DE FRUITS, BOISSON GAZEUSE, SIROP
100|SOFTS DRINKS|1001|NON GAZEIFIES|10013|AUTRES MONO FRUITS|JUS DE FRUITS, BOISSON GAZEUSE, SIROP
100|SOFTS DRINKS|1001|NON GAZEIFIES|10014|MELANGES DE FRUITS|JUS DE FRUITS, BOISSON GAZEUSE, SIROP
100|SOFTS DRINKS|1001|NON GAZEIFIES|10015|DIETETIQUE ET JUS DE LEGUMES|JUS DE FRUITS, BOISSON GAZEUSE, SIROP
100|SOFTS DRINKS|1001|NON GAZEIFIES|10016|BOISSON AUX FRUIT ET PLANTE|JUS DE FRUITS, BOISSON GAZEUSE, SIROP
100|SOFTS DRINKS|1001|NON GAZEIFIES|10017|BOISSON A BASE DE THE|JUS DE FRUITS, BOISSON GAZEUSE, SIROP
100|SOFTS DRINKS|1001|NON GAZEIFIES|10018|BOISSONS CHOCOLATEES|JUS DE FRUITS, BOISSON GAZEUSE, SIROP
100|SOFTS DRINKS|1001|NON GAZEIFIES|10019|BOISSONS ENERGISANTES|JUS DE FRUITS, BOISSON GAZEUSE, SIROP
100|SOFTS DRINKS|1002|SIROPS|10020|A BASE DE PLANTE|JUS DE FRUITS, BOISSON GAZEUSE, SIROP
100|SOFTS DRINKS|1002|SIROPS|10021|FRUITS ROUGES|JUS DE FRUITS, BOISSON GAZEUSE, SIROP
100|SOFTS DRINKS|1002|SIROPS|10022|AGRUMES|JUS DE FRUITS, BOISSON GAZEUSE, SIROP
100|SOFTS DRINKS|1002|SIROPS|10023|AUTRES FRUITS|JUS DE FRUITS, BOISSON GAZEUSE, SIROP
100|SOFTS DRINKS|1002|SIROPS|10024|BOISSON A RECONSTITUER|JUS DE FRUITS, BOISSON GAZEUSE, SIROP
101|BIERES ET CIDRES|1010|BIERES ET PANACHES|10100|BIERES DE LUXE|BIERES ET CIDRES
101|BIERES ET CIDRES|1010|BIERES ET PANACHES|10101|BIERES SPECIALES|BIERES ET CIDRES
101|BIERES ET CIDRES|1010|BIERES ET PANACHES|10102|BIERES DE SPECIALITES|BIERES ET CIDRES
101|BIERES ET CIDRES|1010|BIERES ET PANACHES|10103|BIERES S/ALCOOL ET ALLEGEES|BIERES ET CIDRES
101|BIERES ET CIDRES|1010|BIERES ET PANACHES|10104|PANACHES|BIERES ET CIDRES
101|BIERES ET CIDRES|1011|CIDRES|10110|CIDRES/PETILLANTS|BIERES ET CIDRES
102|EAUX|1020|EAUX PLATES|10200|EAUX PLATES|EAUX
102|EAUX|1021|EAUX GAZEUSES|10210|EAUX GAZEUSES ET GAZEIFIEES|EAUX
102|EAUX|1021|EAUX GAZEUSES|10211|EAUX DU MONDE|EAUX
102|EAUX|1022|EAUX AROMATISEES|10220|EAUX ARO PLATES|EAUX
102|EAUX|1022|EAUX AROMATISEES|10221|EAUX ARO GAZEUSE ET GAZEIFIEE|EAUX
103|VINS|1030|VINS DE TABLES/PAYS|10300|VINS DE TABLE BLANCS|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1030|VINS DE TABLES/PAYS|10301|VINS DE TABLE ROSES|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1030|VINS DE TABLES/PAYS|10302|VINS DE TABLE ROUGES|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1030|VINS DE TABLES/PAYS|10303|VINS DE PAYS BLANCS|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1030|VINS DE TABLES/PAYS|10304|VINS DE PAYS ROSES|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1030|VINS DE TABLES/PAYS|10305|VINS DE PAYS ROUGES|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1031|VQPRD BLANCS|10310|VINS D ALSACE|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1031|VQPRD BLANCS|10311|VINS DU VAL DE LOIRE|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1031|VQPRD BLANCS|10312|BOURGOGNE|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1031|VQPRD BLANCS|10313|BORDEAUX SECS|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1031|VQPRD BLANCS|10314|BORDEAUX MOELLEUX|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1031|VQPRD BLANCS|10315|SUD OUEST|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1031|VQPRD BLANCS|10316|SAVOIE JURA|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1031|VQPRD BLANCS|10317|COTES DU RHONE|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1031|VQPRD BLANCS|10318|LANGUEDOC-ROUSSILLON|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1031|VQPRD BLANCS|10319|VQPRD BLANC PROVENCE-CORSE|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1032|VQPRD ROSES|10320|VINS DE PROVENCE-CORSE|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1032|VQPRD ROSES|10321|VINS DU VAL DE LOIRE|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1032|VQPRD ROSES|10322|BORDEAUX|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1032|VQPRD ROSES|10323|COTES DU RHONE|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1032|VQPRD ROSES|10324|ALSACE|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1032|VQPRD ROSES|10325|SUD OUEST|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1032|VQPRD ROSES|10326|LANGUEDOC ROUSSILLON|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1032|VQPRD ROSES|10327|BEAUJOLAIS BOURGOGNE|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1033|VQPRD ROUGES/HORS BORDEAUX|10330|VINS DE BOURGOGNE|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1033|VQPRD ROUGES/HORS BORDEAUX|10331|VINS DU BEAUJOLAIS|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1033|VQPRD ROUGES/HORS BORDEAUX|10332|VINS DES COTES DU RHONE|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1033|VQPRD ROUGES/HORS BORDEAUX|10333|VIN DU LANGUEDOC ROUSSILLON|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1033|VQPRD ROUGES/HORS BORDEAUX|10334|VINS DU SUD OUEST|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1033|VQPRD ROUGES/HORS BORDEAUX|10335|VINS DU VAL DE LOIRE|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1033|VQPRD ROUGES/HORS BORDEAUX|10336|VINS DE JURA-SAVOIE|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1033|VQPRD ROUGES/HORS BORDEAUX|10337|VINS DE PROVENCE-CORSE|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1034|VQPRD BORDEAUX ROUGES|10340|BORDEAUX GENERIQUE|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1034|VQPRD BORDEAUX ROUGES|10341|BORDEAUX SUPERIEUR|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1034|VQPRD BORDEAUX ROUGES|10342|COTES DE BORDEAUX|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1034|VQPRD BORDEAUX ROUGES|10343|MEDOC/HAUT MEDOC|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1034|VQPRD BORDEAUX ROUGES|10344|APPELLATIONS VILLAGES|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1034|VQPRD BORDEAUX ROUGES|10345|LIBOURNAIS|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1034|VQPRD BORDEAUX ROUGES|10346|GRAVES|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1034|VQPRD BORDEAUX ROUGES|10347|GRANDS CRUS|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1035|VINS FINS/ETRANGERS|10350|VINS ETRANGERS|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1036|CHAMPAGNES|10360|CHAMPAGNES BRUTS|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1036|CHAMPAGNES|10361|MILLESIME ET CUVEE SPECIALE|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1036|CHAMPAGNES|10362|CHAMPAGNES SECS - DEMI-SECS|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1036|CHAMPAGNES|10363|CHAMPAGNES ROSES|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1037|MOUSSEUX/VINS PETILL.|10370|MOUSSEUX - CUVE CLOSE|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1037|MOUSSEUX/VINS PETILL.|10371|APPELATION-METHODE TRADITION|VIN, CHAMPAGNE, MOUSSEUX
103|VINS|1037|MOUSSEUX/VINS PETILL.|10372|MOUSSEUX-VINS PETILLANTS|VIN, CHAMPAGNE, MOUSSEUX
104|SPIRITUEUX|1040|APERITIFS|10400|ANISES|ALCOOL, APERITIF
104|SPIRITUEUX|1040|APERITIFS|10401|A BASE DE VIN|ALCOOL, APERITIF
104|SPIRITUEUX|1040|APERITIFS|10402|VINS DOUX NATURELS|ALCOOL, APERITIF
104|SPIRITUEUX|1040|APERITIFS|10403|VINS DE LIQUEUR|ALCOOL, APERITIF
104|SPIRITUEUX|1040|APERITIFS|10404|AMERS - GENTIANE ET BITTERS|ALCOOL, APERITIF
104|SPIRITUEUX|1040|APERITIFS|10405|GUIGNOLET / AUTRE BASE FRUIT|ALCOOL, APERITIF
104|SPIRITUEUX|1040|APERITIFS|10406|CREMES DE FRUITS|ALCOOL, APERITIF
104|SPIRITUEUX|1040|APERITIFS|10407|SANS ALCOOL|ALCOOL, APERITIF
104|SPIRITUEUX|1041|ALCOOLS|10410|WHISKIES BLENDED-12ANS|ALCOOL, APERITIF
104|SPIRITUEUX|1041|ALCOOLS|10411|WHISKIES BLENDED + 12ANS|ALCOOL, APERITIF
104|SPIRITUEUX|1041|ALCOOLS|10412|WHISKEYS IRLANDAIS|ALCOOL, APERITIF
104|SPIRITUEUX|1041|ALCOOLS|10413|WHISKIES AMERICAINS|ALCOOL, APERITIF
104|SPIRITUEUX|1041|ALCOOLS|10414|WHISKIES PUR MALT|ALCOOL, APERITIF
104|SPIRITUEUX|1041|ALCOOLS|10415|GIN-VODKA-TEQUILA|ALCOOL, APERITIF
104|SPIRITUEUX|1041|ALCOOLS|10416|LIQUEUR MODERNE ET TRADITIONEL|ALCOOL, APERITIF
104|SPIRITUEUX|1041|ALCOOLS|10417|RHUMS ET SIROPS DE CANNE|ALCOOL, APERITIF
104|SPIRITUEUX|1041|ALCOOLS|10418|PUNCHS|ALCOOL, APERITIF
104|SPIRITUEUX|1041|ALCOOLS|10419|COCKTAILS|ALCOOL, APERITIF
104|SPIRITUEUX|1042|DIGESTIFS|10420|COGNACS ET ARMAGNACS|ALCOOL, APERITIF
104|SPIRITUEUX|1042|DIGESTIFS|10421|EAUX DE VIE|ALCOOL, APERITIF
104|SPIRITUEUX|1042|DIGESTIFS|10422|FRUITS A L'EAU DE VIE|ALCOOL, APERITIF
110|SOINS ET CONFORT DE LA MAISON|1100|VITRES|11000|NETTOYANTS VITRES|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1100|VITRES|11001|LINGETTES VITRES|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1101|FOURS ET METAUX|11010|ENTRETIEN FOUR ET MICRO-ONDES|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1101|FOURS ET METAUX|11011|ENTRETIEN METAUX|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1101|FOURS ET METAUX|11012|DETARTRANT MENAGER-NETTOYANT|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1102|MEUBLES ET SOLS|11020|DEPOUS-NETOYANT HUMID MEUBLE|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1102|MEUBLES ET SOLS|11021|DEPOUSSIERANT CIRANT MEUBLE|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1102|MEUBLES ET SOLS|11022|PARQUETS|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1102|MEUBLES ET SOLS|11023|PRODUITS SOINS TOUS SOLS|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1102|MEUBLES ET SOLS|11024|PRODUITS MOQUETTES|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1102|MEUBLES ET SOLS|11025|PRODUITS SOLS PLASTIQUES|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1102|MEUBLES ET SOLS|11026|PRODUITS CARRELAGES|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1102|MEUBLES ET SOLS|11027|LINGETT DEPOUSSIERANT SECHE|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1103|NETTOYANTS MULTI-USAGE|11030|POUDRES MULTIUSAGE|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1103|NETTOYANTS MULTI-USAGE|11031|CREMES A RECURER|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1103|NETTOYANTS MULTI-USAGE|11032|LIQUIDES GDES SURFACES|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1103|NETTOYANTS MULTI-USAGE|11033|SPECIAL SALLE DE BAIN|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1103|NETTOYANTS MULTI-USAGE|11034|DOSES-FLACONS|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1103|NETTOYANTS MULTI-USAGE|11035|SPECIAL CUISINE|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1103|NETTOYANTS MULTI-USAGE|11036|PISTOLETS MULTI-USAGE|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1103|NETTOYANTS MULTI-USAGE|11037|LINGET MULTI-USAG,PTE SURF|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1103|NETTOYANTS MULTI-USAGE|11038|LINGETTES SOLS ET BALAIS|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1103|NETTOYANTS MULTI-USAGE|11039|BALAI NETTOYANT SPRAY-ACCESSOI|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1104|ENTRETIEN SANITAIRE|11040|GEL ET MOUSSES WC|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1104|ENTRETIEN SANITAIRE|11041|BLOCS CUVETTE|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1104|ENTRETIEN SANITAIRE|11042|DEBOUCHEURS|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1104|ENTRETIEN SANITAIRE|11043|PRODUITS FOSSES SEPTIQUES|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1104|ENTRETIEN SANITAIRE|11044|BLOCS CHASSE|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1104|ENTRETIEN SANITAIRE|11045|PASTILLES WC|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1104|ENTRETIEN SANITAIRE|11046|LINGETTES WC|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1104|ENTRETIEN SANITAIRE|11047|JAVEL|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1105|EPONGES|11050|EPONGES CLASSIQUES|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1105|EPONGES|11051|EGOUTTOIR, CARRE EPONGE|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1105|EPONGES|11052|RECURANTS ET ABRASIFS|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1106|DETERGENT VAISSELLE|11060|DETERGENT VAISELLE DILUE|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1106|DETERGENT VAISSELLE|11061|DETERGENT VAISELLE ULTRA|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1107|DETERGENT LAVE-VAISSELLE|11070|POUDRES LAVE-VAISELLE|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1107|DETERGENT LAVE-VAISSELLE|11071|GEL LAVAGE LAVE-VAISSELLE|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1107|DETERGENT LAVE-VAISSELLE|11072|LIQDE RINCAGE L-VAISSELLE|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1107|DETERGENT LAVE-VAISSELLE|11073|SEL REGENERNT.L-VAISSELLE|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1107|DETERGENT LAVE-VAISSELLE|11074|DOSE LV-VAISSELLE CLASSIQ|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1107|DETERGENT LAVE-VAISSELLE|11075|MULTI-FN LAV-VAISSEL 3 EN 1|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1107|DETERGENT LAVE-VAISSELLE|11076|AUTRE ADDITIF L-VAISSELLE|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1108|PAPIER-MENAGE|11080|ESSUIE-TOUT|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1108|PAPIER-MENAGE|11081|ALUMINIUM|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1108|PAPIER-MENAGE|11082|FILMS|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1109|DESODORISANT MAISON|11090|BOUGIES DESODORISANTES|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1109|DESODORISANT MAISON|11091|DESODORISANTS AEROSOLS|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1109|DESODORISANT MAISON|11092|DESODORISANTS DECORATIFS|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1109|DESODORISANT MAISON|11093|DESODORISANTS ELECTRIQUES|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1109|DESODORISANT MAISON|11094|DESODORISANT GEL, STICK|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1109|DESODORISANT MAISON|11095|MECHES DESODORISANTES|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1109|DESODORISANT MAISON|11096|DESODO SPRAY LONGUE DUREE|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1109|DESODORISANT MAISON|11097|DESODORISANTS SPECIFIQUES|PRODUITS D'ENTRETIEN, ESSUIE TOUT
110|SOINS ET CONFORT DE LA MAISON|1109|DESODORISANT MAISON|11098|PURIFICATEUR BACTERICIDE|PRODUITS D'ENTRETIEN, ESSUIE TOUT
111|PETITE DROGUERIE SAISONNIERE|1110|CUIRS-CHAUSSURES|11100|CIRAGES EN BOITE|PRODUITS FEUX, INSECTICIDES, CIRAGE
111|PETITE DROGUERIE SAISONNIERE|1110|CUIRS-CHAUSSURES|11101|CIRAGES TUBES|PRODUITS FEUX, INSECTICIDES, CIRAGE
111|PETITE DROGUERIE SAISONNIERE|1110|CUIRS-CHAUSSURES|11102|CIRAGES EN APPLICATEURS|PRODUITS FEUX, INSECTICIDES, CIRAGE
111|PETITE DROGUERIE SAISONNIERE|1110|CUIRS-CHAUSSURES|11103|CREMES ET DIVERS CIRAGES|PRODUITS FEUX, INSECTICIDES, CIRAGE
111|PETITE DROGUERIE SAISONNIERE|1110|CUIRS-CHAUSSURES|11104|SOIN VESTE ET MEUBLE CUIR|PRODUITS FEUX, INSECTICIDES, CIRAGE
111|PETITE DROGUERIE SAISONNIERE|1111|PRODUITS FEUX|11110|ALLUMETTES|PRODUITS FEUX, INSECTICIDES, CIRAGE
111|PETITE DROGUERIE SAISONNIERE|1111|PRODUITS FEUX|11111|ALUM-ENTRETIEN BARB CHEM INSER|PRODUITS FEUX, INSECTICIDES, CIRAGE
111|PETITE DROGUERIE SAISONNIERE|1111|PRODUITS FEUX|11112|BRIQUETS|PRODUITS FEUX, INSECTICIDES, CIRAGE
111|PETITE DROGUERIE SAISONNIERE|1112|INSECTICIDES|11120|ANTIMITES|PRODUITS FEUX, INSECTICIDES, CIRAGE
111|PETITE DROGUERIE SAISONNIERE|1112|INSECTICIDES|11121|FOURMIS|PRODUITS FEUX, INSECTICIDES, CIRAGE
111|PETITE DROGUERIE SAISONNIERE|1112|INSECTICIDES|11122|MOUSTIQUES/MOUCHES|PRODUITS FEUX, INSECTICIDES, CIRAGE
111|PETITE DROGUERIE SAISONNIERE|1112|INSECTICIDES|11123|GUEPES/FRELONS|PRODUITS FEUX, INSECTICIDES, CIRAGE
111|PETITE DROGUERIE SAISONNIERE|1112|INSECTICIDES|11124|CAFARDS|PRODUITS FEUX, INSECTICIDES, CIRAGE
111|PETITE DROGUERIE SAISONNIERE|1112|INSECTICIDES|11125|ACARIENS|PRODUITS FEUX, INSECTICIDES, CIRAGE
111|PETITE DROGUERIE SAISONNIERE|1112|INSECTICIDES|11126|PUCES|PRODUITS FEUX, INSECTICIDES, CIRAGE
111|PETITE DROGUERIE SAISONNIERE|1112|INSECTICIDES|11127|ARAIGNEE ET AUTRE RAMPANT|PRODUITS FEUX, INSECTICIDES, CIRAGE
112|SOINS DU LINGE|1120|SAVONS-MENAGE|11200|SAVONS MENAGE|LESSIVE ET ADOUCISSANT
112|SOINS DU LINGE|1121|ENTRETIEN LINGE|11210|DETACHANTS SPECIFIQUES|LESSIVE ET ADOUCISSANT
112|SOINS DU LINGE|1121|ENTRETIEN LINGE|11211|DETACHANT SANS JAVEL|LESSIVE ET ADOUCISSANT
112|SOINS DU LINGE|1121|ENTRETIEN LINGE|11212|DECOLORATION|LESSIVE ET ADOUCISSANT
112|SOINS DU LINGE|1121|ENTRETIEN LINGE|11213|DETACHANT AVANT LAVAGE|LESSIVE ET ADOUCISSANT
112|SOINS DU LINGE|1121|ENTRETIEN LINGE|11214|ACTIVATEUR,AZURANT/LAVAGE|LESSIVE ET ADOUCISSANT
112|SOINS DU LINGE|1121|ENTRETIEN LINGE|11215|TEINTURE TEXTILE|LESSIVE ET ADOUCISSANT
112|SOINS DU LINGE|1121|ENTRETIEN LINGE|11216|AMIDON REPASSAGE-DETART FER|LESSIVE ET ADOUCISSANT
112|SOINS DU LINGE|1121|ENTRETIEN LINGE|11217|DESODORISANT TEXTILE-ARMOIRE|LESSIVE ET ADOUCISSANT
112|SOINS DU LINGE|1121|ENTRETIEN LINGE|11218|ANTICALCAIR-DETART LAVE LINGE|LESSIVE ET ADOUCISSANT
112|SOINS DU LINGE|1122|PRODUITS DE LAVAGE|11220|LESSIVE POUDRE CLASSIQUE|LESSIVE ET ADOUCISSANT
112|SOINS DU LINGE|1122|PRODUITS DE LAVAGE|11221|LESSIVE POUDRE CONCENTREE|LESSIVE ET ADOUCISSANT
112|SOINS DU LINGE|1122|PRODUITS DE LAVAGE|11222|LESSIVE LIQUIDE CLASSIQUE|LESSIVE ET ADOUCISSANT
112|SOINS DU LINGE|1122|PRODUITS DE LAVAGE|11223|LESSIVE LIQUIDE CONCENTRE|LESSIVE ET ADOUCISSANT
112|SOINS DU LINGE|1122|PRODUITS DE LAVAGE|11224|LESSIVE MAINS|LESSIVE ET ADOUCISSANT
112|SOINS DU LINGE|1122|PRODUITS DE LAVAGE|11225|LESSIVES POUDRE TABLETTES|LESSIVE ET ADOUCISSANT
112|SOINS DU LINGE|1122|PRODUITS DE LAVAGE|11226|LESSIVES LIQUIDE TABLETTES|LESSIVE ET ADOUCISSANT
112|SOINS DU LINGE|1122|PRODUITS DE LAVAGE|11227|LESSIV TEXTIL DELICAT COULEUR|LESSIVE ET ADOUCISSANT
112|SOINS DU LINGE|1122|PRODUITS DE LAVAGE|11228|LESSIV TEXTIL DELICAT LAINE|LESSIVE ET ADOUCISSANT
112|SOINS DU LINGE|1122|PRODUITS DE LAVAGE|11229|LESSIVE POUDRE ECO MACHINE|LESSIVE ET ADOUCISSANT
112|SOINS DU LINGE|1123|ADOUCISSANT|11230|ASSOUPLISSANTS CLASSIQUES|LESSIVE ET ADOUCISSANT
112|SOINS DU LINGE|1123|ADOUCISSANT|11231|ASSOUPLISSANTS EN TRIPACK|LESSIVE ET ADOUCISSANT
112|SOINS DU LINGE|1123|ADOUCISSANT|11232|ASSOUPLISSANT ULTRA FLACON|LESSIVE ET ADOUCISSANT
